"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"1704",2018,1704,"Black","Female",19,"E. nor. central","Average","High school","",1,"$3000 to 3999",NA,NA,"Never married",0,"Yes","Rarely","Not too satisfied","Hardly ever","Pretty happy","Good",0,48
"1705",2018,1705,"White","Male",68,"E. nor. central","Don't know","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"No","","","No issp","Very happy","Fair",NA,NA
"1706",2018,1706,"White","Male",43,"E. nor. central","Below average","Graduate","Bachelor",6,"$25000 or more",NA,NA,"Married",4,"No","Sometimes","Very satisfied","Sometimes","Very happy","Excellent",12,20
"1707",2018,1707,"White","Male",64,"E. nor. central","Below average","Bachelor","",1,"$8000 to 9999",NA,NA,"Never married",0,"","Often","Somewhat satisfied","Hardly ever","Pretty happy","",0,4
"1708",2018,1708,"White","Male",43,"E. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","Often","Very satisfied","Often","Pretty happy","",1,15
"1709",2018,1709,"Other","Female",28,"E. nor. central","Average","Graduate","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"Yes","","","No issp","Pretty happy","Good",20,10
"1710",2018,1710,"White","Female",23,"E. nor. central","Below average","Bachelor","",2,"$1000 to 2999",NA,NA,"Never married",0,"No","","","No issp","Very happy","Excellent",NA,NA
"1711",2018,1711,"White","Male",51,"E. nor. central","Above average","High school","",3,"$25000 or more",NA,NA,"Widowed",2,"","Often","Not at all satisfied","Always","Not too happy","",0,40
"1712",2018,1712,"White","Female",37,"E. nor. central","Below average","High school","",3,"$4000 to 4999",NA,NA,"Never married",2,"No","","","No issp","Pretty happy","Fair",2,0
"1713",2018,1713,"White","Male",31,"E. nor. central","Average","Junior college","",6,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Fair",0,2
"1714",2018,1714,"White","Female",44,"E. nor. central","Average","Graduate","",1,"Refused",NA,NA,"Divorced",1,"Yes","Rarely","Very satisfied","Often","Pretty happy","Good",20,5
"1715",2018,1715,"White","Male",24,"E. nor. central","Average","High school","",2,"Don't know",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",2,14
"1716",2018,1716,"White","Male",22,"E. nor. central","Above average","High school","",1,"$1000 to 2999",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Good",2,21
"1717",2018,1717,"White","Male",22,"E. nor. central","Above average","High school","",4,"$1000 to 2999",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Good",2,30
"1718",2018,1718,"Black","Male",24,"E. nor. central","Above average","Bachelor","",2,"$5000 to 5999",NA,NA,"Never married",0,"","","","No issp","Very happy","",6,20
"1719",2018,1719,"White","Male",23,"E. nor. central","Average","High school","",4,"$25000 or more",NA,NA,"Never married",2,"No","Rarely","Somewhat satisfied","Never","Pretty happy","Excellent",30,10
"1720",2018,1720,"White","Female",40,"E. nor. central","Above average","High school","Junior college",2,"$20000 - 24999",NA,NA,"Married",2,"No","Never","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"1721",2018,1721,"White","Female",78,"E. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Widowed",3,"No","","","No issp","Pretty happy","Fair",0,NA
"1722",2018,1722,"White","Male",62,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",2,"No","Rarely","Very satisfied","Never","Pretty happy","Good",NA,NA
"1723",2018,1723,"White","Male",55,"E. nor. central","Far above average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",2,"","Sometimes","Not too satisfied","Often","Not too happy","",1,30
"1724",2018,1724,"White","Male",27,"E. nor. central","Below average","Junior college","",3,"$25000 or more",NA,NA,"Never married",2,"No","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","Good",4,40
"1725",2018,1725,"Other","Female",25,"E. nor. central","Far below average","High school","High school",2,"$25000 or more",NA,NA,"Married",0,"","Often","Somewhat satisfied","Sometimes","Pretty happy","",5,3
"1726",2018,1726,"White","Male",52,"E. nor. central","Above average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",1,"No","Often","Very satisfied","Sometimes","Pretty happy","Good",10,35
"1727",2018,1727,"Black","Male",54,"E. nor. central","Average","High school","",3,"$20000 - 24999",NA,NA,"Divorced",3,"","","","No issp","Not too happy","",2,10
"1728",2018,1728,"White","Female",76,"E. nor. central","Average","High school","",1,"$8000 to 9999",NA,NA,"Divorced",5,"Yes","","","No issp","Pretty happy","Fair",2,0
"1729",2018,1729,"White","Male",52,"E. nor. central","Average","High school","",1,"$10000 - 14999",NA,NA,"Never married",0,"No","Often","Not too satisfied","Sometimes","Not too happy","Fair",NA,NA
"1730",2018,1730,"Black","Male",41,"E. nor. central","Below average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","",2,1
"1731",2018,1731,"White","Female",50,"E. nor. central","Below average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Very satisfied","Sometimes","Pretty happy","Excellent",NA,NA
"1732",2018,1732,"White","Female",43,"E. nor. central","Average","Graduate","High school",4,"$25000 or more",NA,NA,"Married",2,"","Sometimes","Very satisfied","Sometimes","Very happy","",30,40
"1733",2018,1733,"White","Male",69,"E. nor. central","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",0,"","Rarely","Very satisfied","Hardly ever","Very happy","",1,0
"1734",2018,1734,"White","Female",51,"E. nor. central","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",1,1
"1735",2018,1735,"White","Male",74,"E. nor. central","Average","High school","High school",4,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Very happy","",2,2
"1736",2018,1736,"White","Female",48,"E. nor. central","Far below average","High school","High school",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Good",14,3
"1737",2018,1737,"White","Female",63,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",2,"","Often","Not too satisfied","Often","Pretty happy","",15,24
"1738",2018,1738,"White","Female",59,"E. nor. central","Above average","Bachelor","Graduate",2,"$25000 or more",NA,NA,"Married",3,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Excellent",10,5
"1739",2018,1739,"White","Male",24,"E. nor. central","Average","Bachelor","",2,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Very satisfied","Often","Not too happy","Excellent",NA,NA
"1740",2018,1740,"White","Male",65,"E. nor. central","Below average","High school","",1,"$1000 to 2999",NA,NA,"Divorced",0,"Yes","","","No issp","Not too happy","Poor",NA,NA
"1741",2018,1741,"Black","Female",63,"E. nor. central","Average","High school","",2,"$10000 - 14999",NA,NA,"Never married",1,"","","","No issp","Pretty happy","",NA,NA
"1742",2018,1742,"White","Female",39,"E. nor. central","Average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",0,"No","Rarely","Somewhat satisfied","Often","Pretty happy","Fair",NA,NA
"1743",2018,1743,"Black","Female",66,"E. nor. central","Far below average","Lt high school","",1,"Lt $1000",NA,NA,"Widowed",2,"Yes","","","No issp","Very happy","Good",NA,NA
"1744",2018,1744,"White","Male",38,"E. nor. central","Average","Graduate","Graduate",2,"$25000 or more",NA,NA,"Married",4,"No","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1745",2018,1745,"White","Female",63,"E. nor. central","Far below average","Bachelor","",1,"$25000 or more",45,NA,"Widowed",1,"","Rarely","Very satisfied","Hardly ever","Pretty happy","",3,3
"1746",2018,1746,"White","Female",NA,"E. nor. central","Below average","High school","",2,"$15000 - 19999",NA,NA,"Divorced",1,"No","","","No issp","Pretty happy","Good",NA,NA
"1747",2018,1747,"Black","Male",63,"E. nor. central","Below average","Lt high school","",3,"$10000 - 14999",NA,NA,"Never married",6,"","Rarely","Not at all satisfied","Often","Very happy","",24,0
"1748",2018,1748,"White","Male",58,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",2,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Fair",1,0
"1749",2018,1749,"White","Male",25,"E. nor. central","Below average","High school","",3,"$20000 - 24999",NA,NA,"Never married",1,"No","Rarely","Not too satisfied","Sometimes","Pretty happy","Fair",NA,NA
"1750",2018,1750,"White","Male",51,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"Yes","Sometimes","Very satisfied","Always","Very happy","Excellent",NA,NA
"1751",2018,1751,"White","Female",69,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",1,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",1,20
"1752",2018,1752,"White","Female",45,"E. nor. central","Average","Graduate","Bachelor",4,"Refused",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"1753",2018,1753,"White","Female",58,"E. nor. central","Average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"","","","No issp","Pretty happy","",1,15
"1754",2018,1754,"White","Female",73,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",1,"No","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",6,1
"1755",2018,1755,"White","Female",64,"E. nor. central","Far below average","High school","",1,"$25000 or more",NA,NA,"Widowed",3,"","","","No issp","Pretty happy","",1,4
"1756",2018,1756,"White","Female",35,"E. nor. central","Above average","Bachelor","Lt high school",4,"$25000 or more",NA,NA,"Married",2,"","Rarely","Very satisfied","Often","Very happy","",20,40
"1757",2018,1757,"White","Male",68,"E. nor. central","Below average","High school","High school",2,"$20000 - 24999",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",0,1
"1758",2018,1758,"White","Female",61,"E. nor. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","",5,1
"1759",2018,1759,"White","Female",86,"E. nor. central","Average","Graduate","",1,"$1000 to 2999",NA,NA,"Never married",0,"No","","","No issp","Very happy","Excellent",7,4
"1760",2018,1760,"White","Male",54,"E. nor. central","Average","High school","Graduate",4,"$25000 or more",NA,NA,"Married",2,"Yes","Rarely","Somewhat satisfied","Sometimes","Very happy","Fair",NA,NA
"1761",2018,1761,"White","Female",47,"E. nor. central","Average","Bachelor","Graduate",4,"$25000 or more",NA,NA,"Married",3,"","Rarely","Very satisfied","Sometimes","Pretty happy","",6,4
"1762",2018,1762,"White","Female",65,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",4,"No","","","No issp","Very happy","Excellent",NA,NA
"1763",2018,1763,"White","Male",63,"E. nor. central","Average","Bachelor","Graduate",2,"Refused",NA,NA,"Married",5,"","Sometimes","Somewhat satisfied","Sometimes","Very happy","",20,4
"1764",2018,1764,"White","Female",67,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",2,"No","","","No issp","Very happy","Excellent",NA,NA
"1765",2018,1765,"White","Male",64,"E. nor. central","Average","Lt high school","High school",2,"$25000 or more",NA,NA,"Married",2,"","Never","Somewhat satisfied","Sometimes","Pretty happy","",0,21
"1766",2018,1766,"White","Female",23,"E. nor. central","Average","High school","High school",4,"$25000 or more",NA,NA,"Married",1,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Poor",2,1
"1767",2018,1767,"Black","Male",27,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",0,"","Rarely","Somewhat satisfied","Sometimes","Very happy","",5,2
"1768",2018,1768,"White","Female",26,"E. nor. central","Below average","High school","",3,"$25000 or more",NA,NA,"Never married",1,"Yes","Often","Somewhat satisfied","Often","Pretty happy","Good",40,20
"1769",2018,1769,"White","Male",41,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",0,"No","Sometimes","Somewhat satisfied","Sometimes","Very happy","Good",NA,NA
"1770",2018,1770,"White","Male",20,"E. nor. central","Above average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Never","Pretty happy","",1,1
"1771",2018,1771,"White","Male",54,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"","Sometimes","Very satisfied","Never","Very happy","",0,28
"1772",2018,1772,"White","Female",86,"E. nor. central","Below average","Bachelor","",1,"$25000 or more",NA,NA,"Widowed",5,"No","","","No issp","Very happy","Good",4,2
"1773",2018,1773,"White","Female",68,"E. nor. central","Below average","High school","",1,"$20000 - 24999",NA,NA,"Divorced",2,"","","","No issp","Pretty happy","",NA,NA
"1774",2018,1774,"White","Female",54,"E. nor. central","Far above average","Lt high school","",1,"$25000 or more",NA,NA,"Divorced",2,"No","","","No issp","Pretty happy","Good",NA,NA
"1775",2018,1775,"Other","Male",51,"E. nor. central","Average","Lt high school","Lt high school",2,"$25000 or more",NA,NA,"Married",0,"No","Never","Very satisfied","Never","Very happy","Good",NA,NA
"1776",2018,1776,"White","Male",61,"E. nor. central","Below average","High school","High school",2,"Refused",NA,NA,"Married",1,"No","","","No issp","Pretty happy","Good",NA,NA
"1777",2018,1777,"White","Male",NA,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",4,"","","","No issp","Pretty happy","",2,5
"1778",2018,1778,"White","Female",54,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"Yes","Never","Very satisfied","Often","Pretty happy","Good",NA,NA
"1779",2018,1779,"White","Male",72,"E. nor. central","Average","Graduate","",1,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Very happy","Good",NA,NA
"1780",2018,1780,"White","Female",19,"E. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","","","No issp","Not too happy","",2,12
"1781",2018,1781,"White","Male",59,"W. nor. central","Average","Bachelor","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Often","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1782",2018,1782,"White","Female",31,"W. nor. central","Above average","High school","",2,"$25000 or more",NA,NA,"Never married",1,"No","Often","Not too satisfied","Sometimes","Not too happy","Fair",NA,NA
"1783",2018,1783,"White","Female",23,"W. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Very satisfied","Hardly ever","Very happy","",1,2
"1784",2018,1784,"White","Female",55,"W. nor. central","Average","Junior college","",1,"$20000 - 24999",NA,NA,"Widowed",3,"","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","",15,10
"1785",2018,1785,"White","Female",34,"W. nor. central","Below average","Bachelor","Bachelor",5,"$25000 or more",35,40,"Married",3,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",0,7
"1786",2018,1786,"White","Female",37,"W. nor. central","Below average","Junior college","High school",5,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Good",NA,NA
"1787",2018,1787,"White","Female",30,"W. nor. central","Above average","Bachelor","Graduate",4,"$25000 or more",NA,NA,"Married",2,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Good",30,30
"1788",2018,1788,"White","Female",33,"W. nor. central","Average","Bachelor","High school",5,"$25000 or more",NA,NA,"Married",3,"Yes","Sometimes","Dont know","Cant choose","Pretty happy","Good",8,8
"1789",2018,1789,"White","Male",48,"W. nor. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",0,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",5,3
"1790",2018,1790,"White","Female",60,"W. nor. central","Below average","Bachelor","Graduate",2,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Hardly ever","Very happy","Excellent",5,10
"1791",2018,1791,"White","Female",47,"W. nor. central","Above average","Graduate","Graduate",3,"$25000 or more",NA,NA,"Married",4,"Yes","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","Good",NA,NA
"1792",2018,1792,"White","Female",52,"W. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Divorced",0,"","Sometimes","Not at all satisfied","Sometimes","Very happy","",10,15
"1793",2018,1793,"White","Male",67,"W. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Fair",NA,NA
"1794",2018,1794,"White","Male",29,"W. nor. central","Below average","High school","",4,"$25000 or more",NA,NA,"Never married",2,"","Rarely","Somewhat satisfied","Often","Very happy","",0,10
"1795",2018,1795,"White","Female",31,"W. nor. central","Average","High school","",2,"$8000 to 9999",NA,NA,"Never married",1,"Yes","","","No issp","Pretty happy","Good",0,0
"1796",2018,1796,"White","Male",36,"W. nor. central","Average","Bachelor","Bachelor",5,"$25000 or more",NA,NA,"Married",3,"No","Never","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"1797",2018,1797,"White","Female",64,"W. nor. central","Average","Junior college","",2,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Always","Pretty happy","",24,15
"1798",2018,1798,"White","Female",NA,"W. nor. central","Average","Bachelor","",1,"Refused",NA,NA,"Widowed",2,"No","","","No issp","Pretty happy","Fair",NA,NA
"1799",2018,1799,"White","Female",63,"W. nor. central","Average","Bachelor","High school",1,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1800",2018,1800,"Black","Male",24,"W. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"No","Never","Not too satisfied","Never","Very happy","Excellent",0,12
"1801",2018,1801,"White","Female",35,"W. nor. central","Average","Junior college","",1,"$25000 or more",NA,NA,"Divorced",3,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Good",NA,NA
"1802",2018,1802,"White","Female",82,"W. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",4,"","","","No issp","Pretty happy","",1,1
"1803",2018,1803,"White","Male",66,"W. nor. central","Below average","Bachelor","Graduate",2,"$25000 or more",NA,NA,"Married",5,"No","Rarely","Very satisfied","Sometimes","Pretty happy","Good",1,30
"1804",2018,1804,"White","Female",47,"W. nor. central","Average","Bachelor","High school",3,"$25000 or more",NA,NA,"Married",1,"","Rarely","Very satisfied","Sometimes","Pretty happy","",3,0
"1805",2018,1805,"Black","Male",53,"W. nor. central","Far below average","Bachelor","Bachelor",4,"$25000 or more",NA,NA,"Married",5,"No","Rarely","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"1806",2018,1806,"White","Female",70,"W. nor. central","Below average","Graduate","Graduate",3,"$25000 or more",NA,NA,"Married",2,"","Rarely","Very satisfied","Hardly ever","Very happy","",15,7
"1807",2018,1807,"White","Female",32,"W. nor. central","Average","Bachelor","Junior college",1,"$25000 or more",NA,NA,"Married",3,"No","Never","Very satisfied","Often","Very happy","Excellent",NA,NA
"1808",2018,1808,"White","Female",26,"W. nor. central","Below average","High school","",1,"$20000 - 24999",NA,NA,"Never married",0,"Yes","Often","Somewhat satisfied","Sometimes","Pretty happy","Fair",1,20
"1809",2018,1809,"White","Female",35,"W. nor. central","Average","Bachelor","Bachelor",4,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1810",2018,1810,"White","Male",59,"W. nor. central","Average","Graduate","Bachelor",3,"$25000 or more",NA,NA,"Married",1,"No","Rarely","Very satisfied","Hardly ever","Very happy","Excellent",6,8
"1811",2018,1811,"White","Male",55,"W. nor. central","Don't know","Lt high school","Junior college",2,"$25000 or more",NA,NA,"Married",4,"No","Rarely","Very satisfied","Hardly ever","Very happy","Excellent",20,30
"1812",2018,1812,"White","Female",41,"W. nor. central","Average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",NA,NA
"1813",2018,1813,"White","Male",85,"W. nor. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Widowed",2,"No","","","No issp","Very happy","Excellent",1,10
"1814",2018,1814,"Other","Female",50,"W. nor. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",2,"","Sometimes","Somewhat satisfied","Always","Pretty happy","",2,10
"1815",2018,1815,"White","Male",56,"W. nor. central","Average","High school","",1,"$8000 to 9999",NA,NA,"Separated",3,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1816",2018,1816,"White","Male",77,"W. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",6,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1817",2018,1817,"White","Male",49,"W. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"Yes","Rarely","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"1818",2018,1818,"White","Male",57,"W. nor. central","Above average","High school","",1,"$25000 or more",NA,NA,"Divorced",2,"","Often","Somewhat satisfied","Sometimes","Pretty happy","",20,21
"1819",2018,1819,"White","Male",66,"W. nor. central","Average","High school","",1,"$15000 - 19999",NA,NA,"Divorced",2,"Yes","","","No issp","Not too happy","Poor",NA,NA
"1820",2018,1820,"Black","Male",56,"W. nor. central","Average","High school","",1,"$10000 - 14999",NA,NA,"Never married",1,"Yes","Sometimes","Very satisfied","Always","Very happy","Good",NA,NA
"1821",2018,1821,"White","Male",55,"W. nor. central","Below average","Junior college","High school",11,"$15000 - 19999",50,NA,"Married",NA,"","Rarely","Very satisfied","Sometimes","Pretty happy","",0,6
"1822",2018,1822,"White","Male",45,"W. nor. central","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",1,"No","Sometimes","Very satisfied","Sometimes","Very happy","Excellent",40,15
"1823",2018,1823,"White","Male",66,"W. nor. central","Below average","Junior college","High school",2,"$20000 - 24999",NA,NA,"Married",0,"No","","","No issp","Pretty happy","Good",0,7
"1824",2018,1824,"White","Male",60,"W. nor. central","Average","High school","High school",2,"Refused",NA,65,"Married",0,"","Often","Very satisfied","Hardly ever","Pretty happy","",0,0
"1825",2018,1825,"White","Female",58,"W. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",5,"No","Often","Somewhat satisfied","Always","Very happy","Excellent",15,60
"1826",2018,1826,"White","Female",28,"W. nor. central","Below average","High school","Lt high school",5,"Refused",NA,NA,"Married",3,"No","","","No issp","Very happy","Excellent",NA,NA
"1827",2018,1827,"White","Female",45,"W. nor. central","Average","Graduate","High school",2,"$25000 or more",NA,NA,"Married",2,"","Never","Very satisfied","Often","Pretty happy","",25,20
"1828",2018,1828,"White","Female",87,"W. nor. central","Average","Lt high school","High school",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Good",5,3
"1829",2018,1829,"White","Female",56,"W. nor. central","Average","Bachelor","",3,"$25000 or more",NA,NA,"Divorced",4,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1830",2018,1830,"White","Male",24,"W. nor. central","Below average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","Often","Somewhat satisfied","Always","Pretty happy","",1,15
"1831",2018,1831,"White","Female",72,"W. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"No","","","No issp","Pretty happy","Good",1,2
"1832",2018,1832,"Black","Female",49,"W. sou. central","Below average","Bachelor","",3,"$25000 or more",NA,NA,"Never married",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",2,5
"1833",2018,1833,"Black","Female",25,"W. sou. central","Average","High school","",2,"$15000 - 19999",NA,NA,"Never married",0,"Yes","Never","Very satisfied","Often","Pretty happy","Excellent",NA,NA
"1834",2018,1834,"Black","Male",53,"W. sou. central","Above average","Lt high school","",1,"$10000 - 14999",NA,NA,"Never married",1,"Yes","","","No issp","Not too happy","Poor",NA,NA
"1835",2018,1835,"Black","Male",23,"W. sou. central","Average","Lt high school","",2,"$20000 - 24999",NA,NA,"Never married",1,"Yes","Never","Somewhat satisfied","Hardly ever","Pretty happy","Excellent",2,5
"1836",2018,1836,"Black","Female",23,"W. sou. central","Average","High school","",2,"$20000 - 24999",NA,NA,"Never married",3,"No","Often","Not at all satisfied","Never","Not too happy","Good",NA,NA
"1837",2018,1837,"White","Female",73,"W. sou. central","Average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",3,"Yes","Sometimes","Very satisfied","Sometimes","Very happy","Fair",10,20
"1838",2018,1838,"White","Female",18,"W. sou. central","Below average","High school","Lt high school",1,"Refused",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",NA,NA
"1839",2018,1839,"White","Male",58,"W. sou. central","Far below average","Junior college","",2,"$25000 or more",NA,NA,"Divorced",2,"","","","No issp","Very happy","",7,21
"1840",2018,1840,"White","Male",85,"W. sou. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",3,"Yes","","","No issp","Pretty happy","Don't know",0,0
"1841",2018,1841,"White","Male",25,"W. sou. central","Average","High school","",1,"$15000 - 19999",NA,NA,"Never married",0,"","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","",1,2
"1842",2018,1842,"White","Female",72,"W. sou. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",3,"","Sometimes","Very satisfied","Hardly ever","Very happy","",10,8
"1843",2018,1843,"White","Female",70,"W. sou. central","Average","High school","",1,"$6000 to 6999",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1844",2018,1844,"Black","Female",62,"W. sou. central","Far below average","High school","",1,"$20000 - 24999",NA,NA,"Divorced",4,"","Sometimes","Very satisfied","Sometimes","Pretty happy","",2,2
"1845",2018,1845,"Black","Male",85,"W. sou. central","Average","Graduate","",2,"$25000 or more",NA,NA,"Widowed",1,"No","","","No issp","Pretty happy","Good",NA,NA
"1846",2018,1846,"White","Female",39,"W. sou. central","Average","Junior college","",1,"$10000 - 14999",NA,NA,"Never married",3,"","Often","Somewhat satisfied","Always","Pretty happy","",1,21
"1847",2018,1847,"Black","Male",68,"W. sou. central","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",4,"No","","","No issp","Not too happy","Good",NA,NA
"1848",2018,1848,"White","Female",64,"W. sou. central","Below average","High school","",2,"$25000 or more",NA,NA,"Divorced",2,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",15,3
"1849",2018,1849,"White","Male",75,"W. sou. central","Above average","High school","",2,"$25000 or more",NA,NA,"Widowed",3,"No","","","No issp","Pretty happy","Good",NA,NA
"1850",2018,1850,"White","Male",55,"W. sou. central","Below average","Lt high school","Lt high school",3,"$8000 to 9999",NA,NA,"Married",3,"","","","No issp","Pretty happy","",1,0
"1851",2018,1851,"Black","Male",35,"W. sou. central","Average","High school","Lt high school",7,"$25000 or more",NA,NA,"Married",6,"","Sometimes","Very satisfied","Hardly ever","Very happy","",3,19
"1852",2018,1852,"White","Female",24,"W. sou. central","Above average","High school","",2,"$1000 to 2999",NA,NA,"Never married",1,"No","Sometimes","Somewhat satisfied","Often","Not too happy","Good",1,28
"1853",2018,1853,"White","Male",27,"W. sou. central","Below average","High school","",2,"$25000 or more",NA,NA,"Never married",1,"No","Never","Not too satisfied","Often","Not too happy","Fair",NA,NA
"1854",2018,1854,"White","Female",28,"W. sou. central","Below average","High school","Lt high school",3,"$25000 or more",NA,NA,"Married",1,"No","","","No issp","Very happy","Good",1,10
"1855",2018,1855,"White","Male",61,"W. sou. central","Average","Graduate","",1,"$25000 or more",NA,NA,"Divorced",0,"","","","No issp","Pretty happy","",0,10
"1856",2018,1856,"White","Female",67,"W. sou. central","Below average","High school","Graduate",2,"Refused",NA,NA,"Married",2,"Yes","","","No issp","Very happy","Excellent",NA,NA
